Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
Christlich Demokratische Union Deutschlands;909147.0;27.6;753512.0;22.8
Sozialdemokratische Partei Deutschlands;1000129.0;30.3;910035.0;27.6
Alternative für Deutschland;285337.0;8.7;290978.0;8.8
Freie Demokratische Partei;315712.0;9.6;421621.0;12.8
DIE LINKE;130457.0;4.0;142585.0;4.3
BÜNDNIS 90/DIE GRÜNEN;480535.0;14.6;521411.0;15.8
Christlich-Soziale Union in Bayern e.V.;;;;
FREIE WÄHLER;81432.0;2.5;56155.0;1.7
PARTEI MENSCH UMWELT TIERSCHUTZ;;;49047.0;1.5
Piratenpartei Deutschland;4917.0;0.1;13152.0;0.4
Ökologisch-Demokratische Partei;;;3683.0;0.1
DEMOKRATIE IN BEWEGUNG;;;;
Bayernpartei;;;;
Marxistisch-Leninistische Partei Deutschlands;969.0;0.0;906.0;0.0
Menschliche Welt - für das Wohl und Glücklichsein aller;;;;
Deutsche Kommunistische Partei;233.0;0.0;1294.0;0.0
Bürgerrechtsbewegung Solidarität;123.0;0.0;;
Partei der Humanisten;472.0;0.0;3551.0;0.1
Gartenpartei;;;;
Die Urbane. Eine HipHop Partei;;;;
Basisdemokratische Partei Deutschland;47736.0;1.4;43106.0;1.3
Bündnis C - Christen für Deutschland;1353.0;0.0;4412.0;0.1
Bürgerbewegung für Fortschritt und Wandel;;;;
DER DRITTE WEG;;;;
diePinken/BÜNDNIS21;172.0;0.0;1166.0;0.0
Europäische Partei LIEBE;;;;
Partei des Fortschritts;;;;
Südschleswigscher Wählerverband;;;;
UNABHÄNGIGE für bürgernahe Demokratie;951.0;0.0;;
Volt Deutschland;7725.0;0.2;19268.0;0.6
Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;;;
DIE SONSTIGEN - X;;;;
Familien-Partei Deutschlands;;;;
Graue Panther;;;;
Klimaliste Baden-Württemberg;;;;
Thüringer Heimatpartei;;;;
Übrige;5661.0;0.2;;
