Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
Christlich Demokratische Union Deutschlands;465975.0;26.5;388399.0;22.0
Sozialdemokratische Partei Deutschlands;530301.0;30.1;494055.0;28.0
Alternative für Deutschland;113641.0;6.5;119566.0;6.8
Freie Demokratische Partei;167191.0;9.5;220039.0;12.5
DIE LINKE;55523.0;3.2;64238.0;3.6
BÜNDNIS 90/DIE GRÜNEN;315633.0;17.9;322763.0;18.3
Christlich-Soziale Union in Bayern e.V.;;;;
FREIE WÄHLER;26518.0;1.5;17043.0;1.0
PARTEI MENSCH UMWELT TIERSCHUTZ;;;20653.0;1.2
Piratenpartei Deutschland;;;;
Ökologisch-Demokratische Partei;;;1539.0;0.1
DEMOKRATIE IN BEWEGUNG;;;;
Bayernpartei;;;;
Marxistisch-Leninistische Partei Deutschlands;265.0;0.0;322.0;0.0
Menschliche Welt - für das Wohl und Glücklichsein aller;;;;
Deutsche Kommunistische Partei;326.0;0.0;516.0;0.0
Bürgerrechtsbewegung Solidarität;;;;
Partei der Humanisten;;;1763.0;0.1
Gartenpartei;;;;
Die Urbane. Eine HipHop Partei;727.0;0.0;1029.0;0.1
Basisdemokratische Partei Deutschland;27124.0;1.5;23407.0;1.3
Bündnis C - Christen für Deutschland;;;;
Bürgerbewegung für Fortschritt und Wandel;;;;
DER DRITTE WEG;;;;
diePinken/BÜNDNIS21;;;;
Europäische Partei LIEBE;;;;
Partei des Fortschritts;;;;
Südschleswigscher Wählerverband;35027.0;2.0;55578.0;3.2
UNABHÄNGIGE für bürgernahe Demokratie;;;;
Volt Deutschland;1431.0;0.1;4157.0;0.2
Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;;;
DIE SONSTIGEN - X;;;;
Familien-Partei Deutschlands;;;;
Graue Panther;;;;
Klimaliste Baden-Württemberg;;;;
Thüringer Heimatpartei;;;;
Übrige;609.0;0.0;;
