Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
Christlich Demokratische Union Deutschlands;179572.0;17.9;155220.0;15.4
Sozialdemokratische Partei Deutschlands;334831.0;33.4;298342.0;29.7
Alternative für Deutschland;49828.0;5.0;50537.0;5.0
Freie Demokratische Partei;84603.0;8.4;114602.0;11.4
DIE LINKE;72507.0;7.2;67578.0;6.7
BÜNDNIS 90/DIE GRÜNEN;237328.0;23.7;250532.0;24.9
Christlich-Soziale Union in Bayern e.V.;;;;
FREIE WÄHLER;6743.0;0.7;5601.0;0.6
PARTEI MENSCH UMWELT TIERSCHUTZ;;;12325.0;1.2
Piratenpartei Deutschland;3419.0;0.3;4377.0;0.4
Ökologisch-Demokratische Partei;3666.0;0.4;2016.0;0.2
DEMOKRATIE IN BEWEGUNG;;;;
Bayernpartei;;;;
Marxistisch-Leninistische Partei Deutschlands;962.0;0.1;348.0;0.0
Menschliche Welt - für das Wohl und Glücklichsein aller;;;;
Deutsche Kommunistische Partei;;;532.0;0.1
Bürgerrechtsbewegung Solidarität;;;;
Partei der Humanisten;;;1203.0;0.1
Gartenpartei;;;;
Die Urbane. Eine HipHop Partei;;;1341.0;0.1
Basisdemokratische Partei Deutschland;17259.0;1.7;13961.0;1.4
Bündnis C - Christen für Deutschland;;;;
Bürgerbewegung für Fortschritt und Wandel;;;;
DER DRITTE WEG;;;;
diePinken/BÜNDNIS21;;;386.0;0.0
Europäische Partei LIEBE;;;;
Partei des Fortschritts;;;;
Südschleswigscher Wählerverband;;;;
UNABHÄNGIGE für bürgernahe Demokratie;;;;
Volt Deutschland;4476.0;0.4;5429.0;0.5
Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;;;
DIE SONSTIGEN - X;;;;
Familien-Partei Deutschlands;;;;
Graue Panther;;;;
Klimaliste Baden-Württemberg;;;;
Thüringer Heimatpartei;;;;
Übrige;723.0;0.1;;
