Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
Christlich Demokratische Union Deutschlands;339234.0;20.2;289140.0;17.2
Sozialdemokratische Partei Deutschlands;366569.0;21.8;374413.0;22.2
Alternative für Deutschland;151449.0;9.0;159025.0;9.4
Freie Demokratische Partei;106292.0;6.3;136998.0;8.1
DIE LINKE;238776.0;14.2;194010.0;11.5
BÜNDNIS 90/DIE GRÜNEN;346880.0;20.6;370735.0;22.0
Christlich-Soziale Union in Bayern e.V.;;;;
FREIE WÄHLER;12134.0;0.7;14953.0;0.9
PARTEI MENSCH UMWELT TIERSCHUTZ;47131.0;2.8;43598.0;2.6
Piratenpartei Deutschland;4531.0;0.3;6580.0;0.4
Ökologisch-Demokratische Partei;2965.0;0.2;2613.0;0.2
DEMOKRATIE IN BEWEGUNG;;;;
Bayernpartei;;;;
Marxistisch-Leninistische Partei Deutschlands;1122.0;0.1;750.0;0.0
Menschliche Welt - für das Wohl und Glücklichsein aller;301.0;0.0;;
Deutsche Kommunistische Partei;;;2187.0;0.1
Bürgerrechtsbewegung Solidarität;;;665.0;0.0
Partei der Humanisten;1097.0;0.1;3235.0;0.2
Gartenpartei;;;;
Die Urbane. Eine HipHop Partei;370.0;0.0;2512.0;0.1
Basisdemokratische Partei Deutschland;16770.0;1.0;;
Bündnis C - Christen für Deutschland;;;;
Bürgerbewegung für Fortschritt und Wandel;;;;
DER DRITTE WEG;;;;
diePinken/BÜNDNIS21;200.0;0.0;;
Europäische Partei LIEBE;;;;
Partei des Fortschritts;;;;
Südschleswigscher Wählerverband;;;;
UNABHÄNGIGE für bürgernahe Demokratie;;;;
Volt Deutschland;2044.0;0.1;10471.0;0.6
Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;;;
DIE SONSTIGEN - X;251.0;0.0;;
Familien-Partei Deutschlands;;;;
Graue Panther;;;;
Klimaliste Baden-Württemberg;;;;
Thüringer Heimatpartei;;;;
Übrige;1413.0;0.1;;
