Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
SPD;18129100.0;38.4;16194665.0;34.2
CDU;15390950.0;32.6;13136740.0;27.8
CSU;3889990.0;8.2;3494309.0;7.4
GRÜNE;2538913.0;5.4;3838326.0;8.1
FDP;2208531.0;4.7;4648144.0;9.8
Die Linke.;3764168.0;8.0;4118194.0;8.7
Offensive D;5401.0;0.0;3338.0;0.0
REP;38678.0;0.1;266101.0;0.6
NPD;857777.0;1.8;748568.0;1.6
Die Tierschutzpartei;7341.0;0.0;110603.0;0.2
GRAUE;6340.0;0.0;198601.0;0.4
PBC;57027.0;0.1;108605.0;0.2
DIE FRAUEN;1327.0;0.0;27497.0;0.1
FAMILIE;76064.0;0.2;191842.0;0.4
BüSo;40984.0;0.1;35649.0;0.1
BP;16047.0;0.0;35543.0;0.1
ZENTRUM;1297.0;0.0;4010.0;0.0
Deutschland;1473.0;0.0;9643.0;0.0
AGFG;570.0;0.0;21350.0;0.0
APPD;3018.0;0.0;4233.0;0.0
50Plus;;;10536.0;0.0
MLPD;16480.0;0.0;45238.0;0.1
Die PARTEI;6923.0;0.0;10379.0;0.0
PSG;;;15605.0;0.0
Pro DM;;;10269.0;0.0
CM;1011.0;0.0;;
DSU;1655.0;0.0;;
HP;2029.0;0.0;;
HUMANWIRTSCHAFTS- PARTEI;639.0;0.0;;
STATT Partei;496.0;0.0;;
UNABHÄNGIGE;11703.0;0.0;;
Übrige;118130.0;0.3;;
