Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
Christlich Demokratische Union Deutschlands;81275.0;24.6;83409.0;25.1
Sozialdemokratische Partei Deutschlands;105119.0;31.8;88944.0;26.8
DIE LINKE;39405.0;11.9;44629.0;13.4
BÜNDNIS 90/DIE GRÜNEN;33386.0;10.1;36733.0;11.1
Christlich-Soziale Union in Bayern e.V.;;;;
Freie Demokratische Partei;30457.0;9.2;31056.0;9.3
Alternative für Deutschland;30935.0;9.3;33244.0;10.0
Piratenpartei Deutschland;;;1958.0;0.6
Nationaldemokratische Partei Deutschlands;487.0;0.1;863.0;0.3
FREIE WÄHLER;939.0;0.3;1194.0;0.4
PARTEI MENSCH UMWELT TIERSCHUTZ;;;;
Ökologisch-Demokratische Partei;;;;
Bayernpartei;;;;
Ab jetzt...Demokratie durch Volksabstimmung;;;;
Partei der Vernunft;;;;
Marxistisch-Leninistische Partei Deutschlands;500.0;0.2;273.0;0.1
Bürgerrechtsbewegung Solidarität;;;;
DIE RECHTE;;;;
Allianz Deutscher Demokraten;;;;
Bündnis Grundeinkommen;;;1804.0;0.5
DEMOKRATIE IN BEWEGUNG;;;;
Deutsche Kommunistische Partei;;;174.0;0.1
Deutsche Mitte;;;607.0;0.2
Die Urbane. Eine HipHop Partei;;;;
Magdeburger Gartenpartei;;;;
Menschliche Welt;787.0;0.2;905.0;0.3
Partei der Humanisten;;;;
Partei für Gesundheitsforschung;;;;
Bündnis C - Christen für Deutschland;;;;
DIE EINHEIT;;;;
Die Violetten;;;;
Familien-Partei Deutschlands;;;;
Feministische Partei DIE FRAUEN;;;;
Mieterpartei;;;;
UNABHÄNGIGE für bürgernahe Demokratie;;;;
Übrige;;;;
