Party;Erststimmen (total);Erststimmen (%);Zweitstimmen (total);Zweitstimmen (%)
CDU;16233642.0;37.2;14921877.0;34.1
SPD;12843458.0;29.4;11252215.0;25.7
FDP;1028645.0;2.4;2083533.0;4.8
DIE LINKE;3585178.0;8.2;3755699.0;8.6
GRÜNE;3180299.0;7.3;3694057.0;8.4
CSU;3544079.0;8.1;3243569.0;7.4
PIRATEN;963623.0;2.2;959177.0;2.2
NPD;635135.0;1.5;560828.0;1.3
Tierschutzpartei;4437.0;0.0;140366.0;0.3
REP;27299.0;0.1;91193.0;0.2
ÖDP;128209.0;0.3;127088.0;0.3
FAMILIE;4478.0;0.0;7449.0;0.0
Bündnis 21/RRP;5324.0;0.0;8578.0;0.0
RENTNER;920.0;0.0;25134.0;0.1
BP;28430.0;0.1;57395.0;0.1
PBC;2081.0;0.0;18542.0;0.0
BüSo;17988.0;0.0;12814.0;0.0
DIE VIOLETTEN;2516.0;0.0;8211.0;0.0
MLPD;12904.0;0.0;24219.0;0.1
Volksabstimmung;1748.0;0.0;28654.0;0.1
PSG;;;4564.0;0.0
AfD;810915.0;1.9;2056985.0;4.7
BIG;2680.0;0.0;17743.0;0.0
pro Deutschland;4815.0;0.0;73854.0;0.2
DIE RECHTE;;;2245.0;0.0
DIE FRAUEN;;;12148.0;0.0
FREIE WÄHLER;431640.0;1.0;423977.0;1.0
Nichtwähler;;;11349.0;0.0
PARTEI DER VERNUNFT;3861.0;0.0;24719.0;0.1
Die PARTEI;39388.0;0.1;78674.0;0.2
B;624.0;0.0;;
BGD;1431.0;0.0;;
DKP;1699.0;0.0;;
Übrige;77306.0;0.2;;
